NCBI gene (formerly Entrezgene) ID	Gene name
24148	PRPF6
284739	C20orf204
54345	SOX18
6919	TCEA2
	AL355803.1
10287	RGS19
102466741	MIR6813
4987	OPRL1
198437	LKAAEAR1
	AL121581.2
4661	MYT1
2832	NPBWR2
55251	PCMTD2
	AL137028.2
	CICP4
	LINC00266-1
	AL137028.1
	FP565260.4
102723996	FP565260.3
	FP565260.5
102724023	GATD3B
	FP565260.2
102724159	FP565260.1
	FP565260.6
	AC079801.1
105379487	LINC01670
102724219	CU633967.1
	FP236315.2
	FP236315.3
	FP236315.1
102724334	CU639417.1
	CU639417.3
	CU639417.2
102724354	LINC01669
	CU639417.4
102724398	CU639417.5
102724428	SIK1B
	CU633906.5
102724701	CU633906.1
	CU633906.4
	CU633906.3
	CU633906.2
102724560	CBSL
102724594	U2AF1L5
	FP236240.3
	FP236240.2
	FP236240.1
102724652	CRYAA2
	CU638689.4
	CU638689.1
	CU638689.3
	CU638689.2
	CU638689.5
	FP475955.3
	FP475955.1
102466252	MIR8069-1
	FP475955.4
	FP475955.2
	CU634019.5
	CU634019.4
	CU634019.2
102724843	CU634019.1
	CTBP2P10
	CU634019.3
	CU633904.2
	CU633904.3
102724951	CU633904.1
	CTBP2P9
102723360	FP236241.1
102723553	SMIM11B
102723451	FAM243B
	SMIM34B
102723475	KCNE1B
	CU633980.1
	FP671120.5
	FP671120.4
102465433	MIR6724-1
	FP671120.1
100500862	MIR3648-1
	FP671120.2
	FP671120.6
109864281	RNA5-8SN2
	FP671120.10
	FP671120.11
	FP671120.9
	FP671120.8
103504727	MIR6724-2
	FP671120.3
	FP671120.7
	FP236383.3
103504739	MIR6724-3
	FP236383.1
	FP236383.4
109910381	RNA5-8SN3
	FP236383.13
	FP236383.9
	FP236383.7
	FP236383.12
103504733	MIR6724-4
	FP236383.2
	FP236383.5
106632260	RNA5-8SN1
	FP236383.11
	FP236383.6
	FP236383.8
	FP236383.10
	RPSAP68
	CR381572.2
	CR381572.1
101930100	LINC01666
	CR381670.2
	SNX18P10
	MTCO1P1
	CR381670.1
103504731	MIR3648-2
	CR392039.1
	CR392039.4
	CR392039.3
	CR392039.5
100132288	TEKT4P2
100233156	TEKT4P2
	SOWAHCP2
	CR392039.2
	CR381653.1
	SNX18P12
	CR381653.2
	NCOR1P4
	AC124864.1
	AC124864.2
441058	LINC01667
	AC018692.2
	RN7SL52P
	AC018692.1
	CR382285.1
	CR382285.2
	CR382287.2
	CR382287.1
	AP003900.1
	EIF3FP1
	VN1R7P
	AF254983.2
85319	BAGE2
	AF254983.1
7179	TPTE
	CYCSP41
	SLC25A15P4
	AF254982.1
	IGHV1OR21-1
	AP001464.1
	ANKRD30BP2
	RNU6-614P
	ZNF355P
	AJ239321.1
	AJ239318.1
	FGF7P2
	ANKRD30BP1
100423018	MIR3156-3
	GTF2IP2
	VN1R8P
102724188	LINC01674
	SNX19P1
	OR4K11P
	OR4K12P
317754	POTED
	RNU6-286P
100423008	MIR3118-1
	AL050303.2
	GRAMD4P1
	CXADRP1
	AL050303.3
	LONRF2P5
103504736	MIR8069-2
	FEM1AP1
	AL050303.1
	TERF1P1
	FAM207CP
	GXYLT1P2
	CNN2P7
	ZNF114P1
54055	CYP4F29P
	SNX18P13
391267	ANKRD20A11P
	RHOT1P2
	RNU6-954P
	NF1P3
	PPP6R2P1
	FRG2MP
	AP001347.1
	ANKRD20A18P
	RNA5SP488
	AP001347.2
149998	LIPI
	ERLEC1P1
54033	RBM11
150000	ABCC13
6782	HSPA13
64092	SAMSN1
388813	SAMSN1
100874190	SAMSN1-AS1
	AF127936.1
	POLR2CP1
	GAPDHP16
	AF127577.4
	LINC02246
	RBMX2P1
	AF127577.3
8204	NRIP1
	AF127577.1
	AF127577.2
	AF127577.6
	AF127577.5
	AF222684.1
	AF222685.1
105369292	AF130248.1
	AF246928.1
101927745	AJ009632.2
105369302	AJ009632.2
	CYCSP42
	AJ009632.1
	RNU6-1326P
	RAD23BP3
29761	USP25
	RBPMSLP
	MIR99AHG
	RNU6-426P
	VDAC2P1
	RPS26P5
109617014	SNORD74B
	AP001172.1
	AP001172.2
	AP000962.3
	AP000962.2
407055	MIR99A
406885	MIRLET7C
	AP000962.1
406912	MIR125B2
	RNU1-98P
	AF130359.1
	AF212831.1
	NEK4P1
	AP000457.1
	RNU6-113P
	LINC01549
	RPL39P40
	RN7SL163P
1525	CXADR
	BTF3L4P1
10950	BTG3
110806272	BTG3-AS1
	AP000432.1
	AP000432.2
246312	C21orf91-OT1
54149	C21orf91
140578	CHODL
	AL109761.1
	CHODL-AS1
	RPL37P3
	AF130417.1
5651	TMPRSS15
	AL109763.1
	MIR548XHG
	AF240627.1
100422920	MIR548X
	PPIAP22
	AL157359.3
	AL157359.2
	AL157359.1
	AP000431.2
	AP000431.1
	SLC6A6P1
	AP000855.1
	RNU1-139P
	RPL37P4
	NIPA2P3
	SREK1IP1P1
	C1QBPP1
105372746	LINC01683
	LINC02573
	RNU6-772P
	RN7SKP147
	FDPSP6
	KRT18P2
	RPS3AP1
	AP001506.1
387486	LINC00320
	PPIAP1
4685	NCAM2
	AP001136.1
	AP001117.1
	AF241725.1
378828	LINC00317
101927821	LINC01425
	AP000472.1
101927843	LINC01687
54143	LINC00308
	AP000705.2
	AP000705.1
	RNU4-45P
	AP000561.1
	MAPK6P2
	AP000959.1
	AP000949.1
	AP001116.1
102466967	MIR6130
	ZNF299P
	MSANTD2P1
	AP001255.1
	RNU2-55P
266917	D21S2088E
	EEF1A1P1
	TUBAP
	AP000459.1
105372749	AP000961.1
	AP000474.2
	AP000474.1
	AP000477.2
	AP000477.3
	AP000477.1
	AP000470.1
101927869	LINC01689
105372751	LINC01684
339622	LINC01692
	AP000402.1
	AP000146.1
	AP001342.1
	AP000235.1
	AP000233.2
	RN7SKP236
	AP000233.1
	AP001341.1
	RNA5SP489
	RPL13AP7
	AP001340.1
54072	LINC00158
	AP000221.1
114614	MIR155HG
406947	MIR155
	AP000223.1
54148	MRPL39
58494	JAM2
	RNGTTP1
	AP000224.1
	FDX1P2
522	ATP5PF
2551	GABPA
	LLPHP2
351	APP
	AP001442.1
	RNU6-123P
	AP001439.1
	AP000229.1
	RNU6-926P
	AP001595.2
	AP001595.1
	AP001596.1
100996571	CYYR1-AS1
	AP001596.2
116159	CYYR1
9510	ADAMTS1
	AP001599.1
11096	ADAMTS5
100616243	MIR4759
	GPX1P2
	AP001605.1
	AP001604.1
	EIF4A1P1
	RPL10P1
	NCSTNP1
	LINC01673
54088	LINC00113
	AJ006995.1
246705	LINC00314
284825	LINC01697
101927973	LINC01695
	AF165147.1
118421	LINC00161
29104	N6AMT1
	HSPD1P7
	THUMPD1P1
26046	LTN1
	RPL23P2
10069	RWDD2B
	AF129075.2
10600	USP16
10694	CCT8
	AF129075.1
	AF129075.3
56911	MAP3K7CL
	RPL12P9
	AF124730.1
193629	LINC00189
571	BACH1
100379661	BACH1
	GAPDHP14
	BACH1-IT1
	AP000240.1
	BACH1-AS1
	BACH1-IT2
54147	BACH1-IT3
2897	GRIK1
	AP000238.1
	GRIK1-AS1
	AF096876.1
26285	CLDN17
266919	LINC00307
9073	CLDN8
	RPL8P2
643803	KRTAP24-1
100131902	KRTAP25-1
388818	KRTAP26-1
643812	KRTAP27-1
337963	KRTAP23-1
	KRTAP13-6P
337959	KRTAP13-2
100422891	MIR4327
140258	KRTAP13-1
337960	KRTAP13-3
284827	KRTAP13-4
	KRTAP13-5P
254950	KRTAP15-1
337882	KRTAP19-1
337969	KRTAP19-2
337970	KRTAP19-3
337971	KRTAP19-4
337972	KRTAP19-5
	KRTAP19-9P
	KRTAP19-10P
	AP000567.1
	KRTAP19-11P
337973	KRTAP19-6
337974	KRTAP19-7
100288287	KRTAP22-2
337968	KRTAP6-3
337967	KRTAP6-2
337979	KRTAP22-1
337966	KRTAP6-1
337975	KRTAP20-1
100151643	KRTAP20-4
337976	KRTAP20-2
337985	KRTAP20-3
100288323	KRTAP21-3
	KRTAP21-4P
337978	KRTAP21-2
337977	KRTAP21-1
	AP000244.1
	KRTAP8-2P
	KRTAP8-3P
337879	KRTAP8-1
337878	KRTAP7-1
337880	KRTAP11-1
7074	TIAM1
728299	KRTAP19-8
	UBE3AP2
	AP000248.1
	AP000563.1
150051	AP000251.1
	FBXW11P1
	AP000253.1
6647	SOD1
	AP000254.1
	AP000254.2
57466	SCAF4
	HMGN1P2
	AP000255.1
	TPT1P1
30811	HUNK
	HUNK-AS1
	LINC00159
	AP000265.1
54069	MIS18A
	MIS18A-AS1
56246	MRAP
	MRAP-AS1
9875	URB1
677846	SNORA80A
84996	URB1-AS1
110091775	CFAP298-TCP10L
59271	EVA1C
	EXOSC3P1
140290	TCP10L
	AP000272.1
	RNA5SP490
56683	CFAP298
	OR7E23P
	AP000275.1
8867	SYNJ1
100506215	PAXBP1-AS1
94104	PAXBP1
	C21orf62-AS1
	AP000280.1
56245	C21orf62
	AP000281.1
	AP000281.2
	AP000282.1
102724502	LINC01690
10215	OLIG2
	LINC00945
116448	OLIG1
	AP000289.1
	AP000290.1
	LINC01548
	AP000295.1
3455	IFNAR2
	IL10RB-DT
3588	IL10RB
3454	IFNAR1
	USF1P1
3460	IFNGR2
757	TMEM50B
	RPS5P3
	AP000302.1
54943	DNAJC28
2618	GART
	BTF3P6
6651	SON
102465248	MIR6501
29980	DONSON
	AP000311.1
9946	CRYZL1
6453	ITSN1
539	ATP5PO
100506334	LINC00649
	RN7SL740P
	AP000569.1
64968	MRPS6
6526	SLC5A3
	AP000317.2
	RPS5P2
114036	LINC00310
	AP000317.1
	AP000320.1
9992	KCNE2
54065	SMIM11A
101928147	FAM243A
	AP000322.2
388820	SMIM34A
	AP000322.1
3753	KCNE1
	AP000324.1
1827	RCAN1
54102	CLIC6
54064	LINC00160
100506385	LINC01426
861	RUNX1
100506403	RUNX1
	AP000331.1
	AF015262.1
	RPL34P3
	EZH2P1
	AF015720.1
768219	MIR802
	RPS20P1
	PPP1R2P2
	LINC01436
	RPL23AP3
54093	SETD4
	RIMKLBP1
	SETD4-AS1
	RNU6-992P
100133286	AP000688.1
873	CBR1
	AP000688.3
105369306	AP000688.2
	MEMO1P1
100506428	CBR3-AS1
	RPS9P1
874	CBR3
9980	DOP1B
	RPL3P1
	SRSF9P1
	AP000692.2
23515	MORC3
	AP000692.1
8208	CHAF1B
	ATP5MFP1
	AP000695.1
	AP000695.2
23562	CLDN14
	AP000695.3
	PSMD4P1
	AP000696.2
	AP000696.3
	AP000696.1
	AP000697.1
6493	SIM2
3141	HLCS
	HLCS-IT1
	RNA5SP491
	DPRXP5
	AP000704.2
	AP000704.1
	MRPL20P1
53820	RIPPLY3
	RNU6-696P
51227	PIGP
7267	TTC3
	AP001429.1
100874006	TTC3-AS1
257203	DSCR9
	RN7SL678P
10311	VPS26C
	AP001432.1
	AP001412.1
	AP001437.2
	AP001437.1
1859	DYRK1A
	AP001407.1
3763	KCNJ6
	KCNJ6-AS1
10281	DSCR4
	DSCR4-IT1
84677	DSCR8
3772	KCNJ15
	AP001425.1
259234	DSCR10
	AP001434.1
	SPATA20P1
	LINC01423
2078	ERG
	SNRPGP13
	AP001037.1
400866	LINC00114
2114	ETS2
	AP001042.1
	AP001042.2
101928398	AP001042.3
	AP001043.1
	RPSAP64
101928435	LINC01700
	AF064858.1
	AF064858.3
	AF064858.2
	RPL23AP12
	PCBP2P1
	AF129408.2
8624	PSMG1
54014	BRWD1
	AF129408.1
	TIMM9P2
	BRWD1-IT1
	METTL21AP1
103091865	BRWD1-AS2
100874093	BRWD1-AS1
3150	HMGN1
	RNF6P1
7485	GET1
106865373	GET1-SH3BGR
150082	LCA5L
6450	SH3BGR
102466972	MIR6508
	MYL6P2
	RPS26P4
	JCADP1
10317	B3GALT5
	B3GALT5-AS1
	AF064860.1
	AF064860.2
150084	IGSF5
5121	PCP4
1826	DSCAM
100616148	MIR4760
100506492	DSCAM-AS1
	AF064863.1
100874326	DSCAM-IT1
	AF064866.1
	YRDCP3
	AL773573.1
284835	LINC00323
100423023	MIR3197
25825	BACE2
191585	PLAC4
	BACE2-IT1
54097	FAM3B
4600	MX2
4599	MX1
	AP001610.2
7113	TMPRSS2
	AP001610.1
	AP001610.3
	AP006748.1
105372808	PCSEAT
	LINC00111
150135	LINC00479
	LINC00112
54101	RIPK4
	AP001615.1
102465488	MIR6814
63977	PRDM15
	AP001619.2
	AP001619.1
	AP001619.3
25966	C2CD2
49854	ZBTB21
150142	ZNF295-AS1
89766	UMODL1
150147	UMODL1-AS1
9619	ABCG1
	RNA5SP492
7033	TFF3
7032	TFF2
7031	TFF1
64699	TMPRSS3
53347	UBASH3A
	RNU6-1149P
89765	RSPH1
54020	SLC37A1
101930094	AP001625.3
	AP001625.1
	AP001625.2
101928233	LINC01671
	AP001626.1
5152	PDE9A
	PDE9A-AS1
101928311	LINC01668
	AP001628.2
	AP001628.1
10785	WDR4
4731	NDUFV3
90625	ERVH48-1
100847013	MIR5692B
	AP001630.1
5316	PKNOX1
875	CBS
7307	U2AF1
	AP001631.2
	MRPL51P2
106481742	FRGCA
106780825	FRGCA
	AP001631.1
1409	CRYAA
	LINC00322
101928399	LINC01679
	AP001046.1
150094	SIK1
	LINC00319
	LINC00313
	AP001048.1
11077	HSF2BP
	RPL31P1
54145	H2BS1
102464825	MIR6070
23076	RRP1B
8566	PDXK
105372824	PDXK
8209	GATD3A
	AP001052.1
	AP001053.1
1476	CSTB
	TMEM97P1
8568	RRP1
284837	AATBC
	MYL6P1
56894	AGPAT3
	RNU6-859P
	AP001054.1
	RNU6-1150P
7109	TRAPPC10
	H2AZP1
5822	PWP2
	LINC01678
	AP001056.2
	AP001056.1
	AP001057.1
23308	ICOSLG
	AP001059.2
	AP001059.1
29947	DNMT3L
105372833	DNMT3L-AS1
326	AIRE
5211	PFKL
	AP001062.3
755	CFAP410
	AP001062.1
	AP001062.2
	AP001063.1
7226	TRPM2
	TRPM2-AS
	AP001065.2
	AP001065.1
100861510	LRRC3-DT
81543	LRRC3
	MTCYBP21
	MTND6P21
	MTND5P1
	AP001065.3
	LINC02575
	AP001065.4
54084	TSPEAR
	TSPEAR-AS1
	TSPEAR-AS2
	AP001066.1
386677	KRTAP10-1
386679	KRTAP10-2
386682	KRTAP10-3
386672	KRTAP10-4
386680	KRTAP10-5
386674	KRTAP10-6
386675	KRTAP10-7
386681	KRTAP10-8
386676	KRTAP10-9
353333	KRTAP10-10
386678	KRTAP10-11
386684	KRTAP12-4
386683	KRTAP12-3
353323	KRTAP12-2
	IMMTP1
353332	KRTAP12-1
	KRTAP12-6P
386685	KRTAP10-12
	KRTAP10-13P
7327	UBE2G2
6612	SUMO3
	LINC01424
3689	ITGB2
754	PTTG1IP
100505746	ITGB2-AS1
	AL844908.2
84536	LINC01547
	AL844908.1
85395	FAM207A
	AP001505.1
727699	LINC00163
	LINC00165
378825	PICSAR
728039	SSR4P1
104	ADARB1
	AL133499.1
114042	LINC00334
23275	POFUT2
642852	LINC00205
	BX322557.2
	LINC00315
	BX322557.1
388830	LINC00316
	MTCO1P3
	BX322559.1
	BX322562.1
80781	COL18A1
100874236	COL18A1-AS2
378832	COL18A1-AS1
102465489	MIR6815
6573	SLC19A1
105372840	LINC01694
	AL133493.1
	AL133493.2
54039	PCBP3
	AL133492.1
	PCBP3-AS1
	AJ011931.2
	AJ011931.1
	AJ239328.1
	AJ011932.1
1291	COL6A1
	AP001476.1
	AP001476.3
	AP001476.2
	PSMA6P3
	AP001471.1
1292	COL6A2
10841	FTCD
100861507	FTCD-AS1
84221	SPATC1L
	AP001468.1
4047	LSS
	AP001469.1
114044	MCM3AP-AS1
8888	MCM3AP
	AP001469.2
	AP001469.3
54059	YBEY
54058	C21orf58
5116	PCNT
	AP000471.1
	RPL18AP2
23181	DIP2A
100862692	DIP2A-IT1
	RNU6-396P
6285	S100B
3275	PRMT2
	DSTNP1
	RPL23AP4
	FRG1FP
	CU104787.1
	ACTR3BP6
	CT867976.1
	AC138776.1
	FRG1GP
	AP000542.3
	AP000542.1
	AP000542.2
	ZNF72P
	BNIP3P2
	YME1L1P1
81061	OR11H1
	AP000534.2
	ARHGAP42P3
	AP000534.1
	AP000533.2
	AP000533.1
	AP000533.3
	AP000532.2
	NEK2P2
	AP000532.1
	NF1P6
	MED15P7
23784	POTEH
	POTEH-AS1
	RNU6-816P
	AP000529.1
	PSLNR
	GRAMD4P2
503637	DUXAP8
	AP000526.1
	BMS1P22
	AP000525.1
	DUXAP8
	NBEAP3
	TOMM40P2
	AP000522.1
	AC145543.1
	ABCD1P4
	AC137499.1
	PABPC1P9
	SLC9B1P4
440888	ACTR3BP2
	CHEK2P4
	AP000547.2
	AP000547.1
	KCNMB3P1
150160	CCT8L2
	AP000547.4
	FABP5P11
387590	TPTEP1
	AP000547.3
	AP000365.1
	SLC25A15P5
	PARP4P3
	ANKRD62P1-PARP4P3
	ANKRD62P1
	AC005301.1
	VWFP1
	AC005301.2
	LINC01665
150165	XKR3
27437	HSFY1P1
	GPM6BP3
	AC007064.4
	AC007064.3
	ZNF402P
	AC007064.2
	MTND1P17
	AC007064.1
	AC006548.1
	IGKV1OR22-5
	IGKV2OR22-4
	IGKV2OR22-3
	IGKV3OR22-2
	IGKV1OR22-1
	AC006548.3
128954	GAB4
	AC006548.2
	VN1R9P
	CECR7
	AC006946.2
27439	TMEM121B
	AC006946.3
23765	IL17RA
	AC006946.1
100996342	LINC01664
27440	HDHD5
100130717	HDHD5-AS1
51816	ADA2
	AC005300.1
	FAM32BP
27442	CECR3
	CECR9
	RN7SL843P
27443	CECR2
	FO681548.1
	CLCP1
	DNAJA1P6
	AC007666.2
83733	SLC25A18
	AC007666.1
529	ATP6V1E1
23786	BCL2L13
637	BID
100423025	MIR3198-1
200298	LINC00528
57553	MICAL3
	AC016026.1
	AC016026.2
693233	MIR648
	AC016027.3
	AC016027.2
	RHEBP3
100192420	LINC01634
	AC016027.1
55670	PEX26
	AC016027.5
	AC016027.4
	ARL2BPP10
51807	TUBA8
	AC008079.1
11274	USP18
	FAM230D
	GGTLC5P
729461	FAM230J
	AC011718.1
	PPP1R26P3
653203	FAM230A
	AC023490.2
	AC023490.4
728226	GGTLC3
	AC023490.3
728229	TMEM191B
728233	PI4KAP1
	AC023490.1
	RN7SKP131
85376	RIMBP3
	SUSD2P2
	AC023490.5
	CA15P2
	PPP1R26P2
	PPP1R26P4
642643	FAM230E
	GGT3P
	AC008132.2
	E2F6P1
102725072	AC008132.1
	BCRP7
	FAM230F
	AC008103.1
8214	DGCR6
	AC007326.4
5625	PRODH
	AC007326.5
	AC007326.2
26220	DGCR5
	AC007326.3
	DGCR5
	AC007326.1
	AC000095.2
	AC000095.1
	AC000095.3
	CA15P1
9993	DGCR2
	AC004461.1
25786	DGCR11
	AC004461.2
	AC004461.3
	AC004471.1
	AC004471.2
	TSSK1A
8220	ESS2
23617	TSSK2
2928	GSC2
	LINC01311
6576	SLC25A1
8218	CLTCL1
112268289	AC000072.1
	AC000081.1
	AC000081.2
	KRT18P62
	AC000085.1
7290	HIRA
54487	DGCR8
128977	C22orf39
	RN7SL168P
64976	MRPL40
	AC000068.1
7353	UFD1
	AC000068.3
	AC000068.2
8318	CDC45
	AC000082.1
7122	CLDN5
	LINC00895
	AC000077.1
	AC000067.1
5413	SEPTIN5
	AC000093.1
2812	GP1BB
6899	TBX1
54584	GNB1L
	AC000089.1
79680	RTL10
10587	TXNRD2
	AC000078.1
1312	COMT
100616414	MIR4761
421	ARVCF
128989	TANGO2
406961	MIR185
	AC006547.1
	AC006547.3
100500860	MIR3618
100302197	MIR1306
	AC006547.2
27037	TRMT2A
102465490	MIR6816
5902	RANBP1
109617010	SNORA77B
29801	ZDHHC8
388849	CCDC188
284865	AC007663.2
150197	LINC00896
65078	RTN4R
100302118	MIR1286
	AC007663.1
85359	DGCR6L
	AC007663.4
	AC007663.3
	FAM230G
	AC007731.2
	AC007731.5
373856	USP41
7625	ZNF74
	RNU6-225P
91179	SCARF2
	AC007731.4
84861	KLHL22
	AC007731.1
	RNY1P9
	RN7SL812P
	KRT18P5
51586	MED15
	AC007731.3
	CCDC74BP1
	SMPD4P1
	IGLL4P
	SLC9A3P2
	ABHD17AP4
	POM121L4P
	BCRP5
84222	TMEM191A
5297	PI4KA
3053	SERPIND1
9342	SNAP29
	AC007308.1
1399	CRKL
101928891	LINC01637
150209	AIFM3
	AC002470.2
	AC002470.1
8216	LZTR1
80764	THAP7
439931	THAP7-AS1
	AC002472.2
113691	TUBA3FP
9127	P2RX6
	AC002472.3
6545	SLC7A4
	AC002472.1
693234	MIR649
	P2RX6P
400891	LRRC74B
	TUBA3GP
	AC002472.4
	BCRP2
	AP000550.1
	POM121L7P
	E2F6P2
642633	FAM230B
	AP000550.2
	AP000550.4
728441	GGT2
	AP000550.3
	E2F6P3
	POM121L8P
	BCRP6
100996335	FAM230H
	AP000552.2
	PPP1R26P5
	LINC01651
	AP000552.4
	AP000552.1
440804	RIMBP3B
	RN7SKP63
	AP000552.3
23119	HIC2
645426	TMEM191C
	PI4KAP2
	AP000557.1
	RN7SKP221
150221	RIMBP3C
7332	UBE2L3
150223	YDJC
164592	CCDC116
	AP000553.3
23753	SDF2L1
	AP000553.1
100126318	MIR301B
406920	MIR130B
	AP000553.5
	AP000553.6
	AP000553.7
	AP000553.4
	AP000553.2
23759	PPIL2
29799	YPEL1
	AP000553.9
	RN7SL280P
	AP000553.8
5594	MAPK1
	RNA5SP493
	AC245452.1
9647	PPM1F
	PPM1F-AS1
8940	TOP3B
649179	PRAMENP
	IGLVI-70
	IGLV4-69
	IGLVI-68
	AC245452.4
	IGLV10-54
	AC245452.3
	IGLV10-67
	AC245452.2
	IGLVIV-66-1
	IGLVV-66
	IGLVIV-65
	IGLVIV-64
	IGLVI-63
	IGLV1-62
	AC245517.5
	IGLV8-61
	AC245517.1
	ABHD17AP5
	AC245517.4
	AC245517.3
	IGLV4-60
	AC245517.2
	SOCS2P2
	IGLVIV-59
	IGLVV-58
	BMP6P1
	IGLV6-57
	IGLVI-56
	IGLV11-55
	IGLVIV-53
	TOP3BP1
	AC245060.3
7441	VPREB1
	AC245060.6
	AC245060.5
	AC245060.2
	AC245060.7
	AC245060.4
	IGLV5-52
	IGLV1-51
	IGLV1-50
	ASH2LP3
	IGLV9-49
	AC245060.1
	IGLV5-48
	IGLV1-47
	ASH2LP2
	IGLV7-46
	AC245291.3
	IGLV5-45
	IGLV1-44
	IGLV7-43
	IGLVI-42
	IGLVVII-41-1
	IGLV1-41
	IGLV1-40
	ASH2LP1
	IGLVI-38
	IGLV5-37
	IGLV1-36
	AC245291.2
	IGLV7-35
	AC245291.1
140883	ZNF280B
129025	ZNF280A
23532	PRAME
648691	LL22NC03-63E9.3
	IGLV2-34
	IGLV2-33
	IGLV3-32
	IGLV3-31
	IGLV3-30
	BCRP4
	AC244250.4
	POM121L1P
91227	GGTLC2
	IGLV3-29
	IGLV2-28
	IGLV3-27
	IGLV3-26
	IGLVVI-25-1
	IGLV3-25
	AC244250.2
	AC244250.1
	IGLV3-24
	IGLV2-23
	IGLVVI-22-1
	IGLV3-22
	IGLV3-21
	IGLVI-20
	IGLV3-19
	AC244250.3
	IGLV2-18
	IGLV3-17
	IGLV3-16
	IGLV3-15
	IGLV2-14
	IGLV3-13
	IGLV3-12
	AC244157.1
	AC244157.2
	IGLV2-11
	AC245028.3
	IGLV3-10
	AC245028.1
	IGLV3-9
	IGLV2-8
723778	MIR650
	AC245028.2
	IGLV3-7
	IGLV3-6
	IGLV2-5
	IGLV3-4
	IGLV4-3
	IGLV3-2
	IGLV3-1
100847006	MIR5571
100423062	IGLL5
	IGLJ1
	IGLC1
	IGLJ2
	IGLC2
	IGLJ3
	IGLC3
	IGLJ4
	IGLC4
	IGLJ5
	IGLC5
	IGLJ6
	IGLC6
	IGLJ7
	IGLC7
	AC245054.2
	AC245054.1
27156	RSPH14
2781	GNAZ
9609	RAB36
613	BCR
	BCRP8
	RN7SL263P
26226	FBXW4P1
	AP000343.1
102724679	LINC02556
	CES5AP1
	ZDHHC8P1
	AP000344.2
101929374	LINC01659
	AP000344.1
388882	FAM230I
	AP000345.3
	LINC02557
	PCAT14
	AP000345.1
3543	IGLL1
	AP000345.2
	AP000346.4
51233	DRICH1
	AP000346.3
	AP000346.1
91316	GUSBP11
	AP000346.2
	ASLP1
	AP000347.1
266747	RGL4
7621	ZNF70
29802	VPREB3
150248	C22orf15
400916	CHCHD10
4320	MMP11
6598	SMARCB1
91319	DERL3
	AP000350.5
66035	SLC2A11
	AP000350.4
	AP000350.7
	RN7SL268P
4282	MIF
	MIF-AS1
	AP000350.6
	AP000350.2
	AP000350.1
	AP000350.3
653689	GSTT2B
	AC253536.2
100037417	DDTL
	AC253536.6
1652	DDT
100037417	DDT
	AC253536.7
	AC253536.1
	AC253536.5
2953	GSTT2
25774	GSTT4
	AC253536.4
23523	CABIN1
	AC253536.3
56241	SUSD2
2687	GGT5
	GGTLC4P
29774	POM121L9P
	BCRP1
	AP000354.1
23384	SPECC1L
	SPECC1L-ADORA2A
135	ADORA2A
646023	ADORA2A-AS1
51733	UPB1
	AP000355.1
83606	GUCD1
6634	SNRPD3
	AP000356.5
388886	LRRC75B
2678	GGT1
	AP000356.1
	BCRP3
	AP000356.4
	AP000356.3
	AP000356.2
	POM121L10P
	ARL5AP4
	AP000357.1
	AP000357.2
	AP000358.1
	CRIP1P4
440822	PIWIL3
129049	SGSM1
	AL049759.1
255349	TMEM211
85379	KIAA1671
	AL022323.2
	AL022323.4
	AL022323.1
	AL022323.3
100128531	KIAA1671-AS1
	Z99916.2
1417	CRYBB3
	Z99916.1
1415	CRYBB2
	Z99916.3
	AL022332.1
	AL022324.4
	AL022332.2
	IGLL3P
	AL022324.1
	AL022324.2
91355	LRP5L
	AL022324.3
	AL008721.1
	IGLVIVOR22-1
1416	CRYBB2P1
102466198	MIR6817
	AL008721.2
	AL022329.1
157	GRK3
	AL022329.2
	YES1P1
	RNA5SP494
84700	MYO18B
	AL022329.3
	MYO18B-AS1
	Z98949.2
	RN7SKP169
	Z98949.1
	LINC02559
	AL022337.1
23544	SEZ6L
	SEZ6L-AS1
	RNA5SP495
	Z99714.1
57168	ASPHD2
89781	HPS4
402055	SRRD
24144	TFIP11
	Z95115.1
8459	TPST2
100313914	MIR548J
	HMGB1P10
	Z95115.2
1414	CRYBB1
1413	CRYBA4
	ISCA2P1
440823	MIAT
	Z99774.5
	Z99774.1
	Z99774.4
	Z99774.2
	MIATNB
	Z99774.3
	LINC01422
	Z97353.1
	Z97353.2
	AL008638.3
	RNU6-1066P
	AL008638.5
	AL008638.4
284898	AL008638.2
	AL008638.6
	AL008638.1
	AL021153.1
105372978	LINC01638
	AL020994.3
	AL020994.1
100507657	LINC02554
	AL020994.2
	AL049536.1
105372980	AL050402.2
	AL050402.1
	AL133456.1
	AL121885.2
	AL121885.3
	AL121885.1
4330	MN1
23760	PITPNB
284900	TTC28-AS1
	AL031591.2
100423034	MIR3199-1
100422998	MIR3199-2
	AL031591.1
23331	TTC28
	AL033538.1
	AL033538.2
	RN7SL757P
	SNORD42
102466081	MIR5739
	RN7SL162P
11200	CHEK2
150274	HSCB
150275	CCDC117
7494	XBP1
	Z93930.2
	Z93930.3
	Z93930.1
84133	ZNRF3
	ZNRF3-IT1
100874123	ZNRF3-AS1
25770	C22orf31
83999	KREMEN1
	AL021393.1
	RNU6-810P
	RNU6-1219P
129080	EMID1
25807	RHBDD3
	AL031186.1
2130	EWSR1
10634	GAS2L1
10633	RASL10A
	AC002059.1
162	AP1B1
	AC002059.2
100113380	SNORD125
	AC002059.3
	AC000041.1
	RFPL4AP6
	RFPL1S
5988	RFPL1
